id,Text,Label
744,"I need someone to point me in the right direction on this.... In my Android application I have a ListView with custom views for each row containing various textviews each. I retrieve weather information for multiple locations and then want to write the results for each location to its own listview item. The question is, how do I refer to each textview on each listview item? I can't do it by name using , can I? If there are three items in the list, will the temperature textview for each item be names the same, just differ by an array index? If so, how do I specify TextViewName(0), TextViewName(1) and TextViewName (2) for the three list items? Yes, I'm still very new to Android....but loving it!",positive
745,"Something along these lines, perhaps?",neutral
746,Diodeus: You ought to post that as an answer.,neutral
747,Awesome :) !!!!!,positive
748,"this worked excellently, great job! :)",positive
749,Gosh ! you're right !!! Excellent !!!! Is there a way to expand it programatically ? I added .setOngoing(true) (to the top) but it's not expanded... (not really the top because the first one is a notification when I'm plugged to USB for tools developpement ). Thank you again my friend !,positive
750,@Jon no worries!,positive
751,"It can't be closed, but you can remove the OK button by specifying a function as the 3rd parameter: But seriously think about this, because spawning unclosable dialog boxes won't exactly make people overjoyed about your site.",neutral
752,You should accept @Andreas Petersson's answer.,neutral
753,"Since ChangeSets are becoming too many to handle because of many checkins, I'm thinking of selecting multiple changesets then create a single work item link for code review purposes. It's really painful to create work item per changeset and assign to a code-reviewer. Is this possible?",negative
754,I have never use this but looks really great and pretty easy to use !,positive
755,"I need to add some controls to context menu. Is it possible? If yes, how?",neutral
756,I stumbled upon this site and really loved the way they have done the navigation on the left hand site. I noticed that site is using jquery but didnt see any plugins. Any ideas on how to go about doing this?,positive
757,Is it possible to initialize objects of the type: via boost::assign::list_of,neutral
758,That works! Very awesome :) How do I select your answer as the solution?,positive
759,Or the dreaded AVL trees!,neutral
760,excellent! exactly what I was looking for. Thanks Anna.,positive
761,"In that case, try: ls -f | head -10",neutral
762,I just installed AndroidStudio in my System I am trying to create my Very First Project . I set up JAVA_HOME and Android SDK path that has been used previuosly by eclipse in Android Studio Android SDK has the below versions for Tools and Platform Android SDK Tools - 22.6.2 SDK Platform - 19 As soon as started Android studio downloaded the Gradle-1.12 in the below path C:\Users\DELL.gradle\wrapper\dists\gradle-1.12-all after that it shows the build screen as below. This screen is shown for ever . It is not moving further. can anyone help me in this. I am sad!,negative
763,"If you're really worried about this, Java is not the language for you",neutral
764,"Right, I've got this horrible mess of html and erb (that does work!), but I want to do things properly and render the whole thing with the method. But I'm not sure how to do this, I can only render text with the link_to at the moment.",negative
765,@KevinB what an excellent resource! That just made my life waaaaay easier!,positive
766,"In ASP.NET MVC, I have a form. In this form the user selects a country, and then the ID is posted back to the server, using a normal . However, for some UX reasons, I use Knockout. Therefore I need to get my observable value to have the value of a dropdownlist. I want my label in the markup, to show the countryId, depending on the selected value on the dropdownlist. Markup: ViewModel: Then my question is: How do I modify my DropDownListFor, so the countryId is being set automatically? :-) Thanks a lot! I really enjoy learning Knockout, but this one has taken me a long time!",positive
767,"i have: how can i get the innerHTML of the child of ""td1"" ? dosen't work.",neutral
768,The project was moved to https://github.com/leblancmeneses/NPEG,neutral
769,"You shoud use login.done() , not login.success() :) Success is used inside the ajax() funciton only! The success object function is deprecated, you can set success only as Ajax() param! And there is no need to Parse the data because its in Json format already!",neutral
770,this long: |-----------------|,neutral
771,I want to parse XML formatted string. How to use XML parser on MonoTouch?,neutral
772,"Sometimes in a long commit log, it's really painful to navigate the all-expanded diffs. (You get expanded-diffs when hitting enter from the magit-blame-mode for example) Is there a way to collapse these diffs?",negative
773,"I am working on a test application based on ASP.NET MVC. I am new to CSS stuff so I am learning that as well. I have created a master page called ""new.master"" and created a new css ""new.css"". I am calling the view from controller as: What I am doing is that I am frequently updating the css and master page. So I run the application in debug mode frequently. After sometime I stop seeing the effect of changes in css. When I ""view source"" in chrome and check the css, it shows an old version. When I change the name of both master page and css, I start to receive updated views but that works for sometime and then again I stop getting the CSS updates. Have you faced this problem? How can I fix it? (Its terribly annoying!)",negative
774,"We have a file named wordlist, which contains 1,876 KB worth of alphabetized words, all of which are longer than 4 letters and contain one carriage return between each new two-letter construction (ab, ac, ad, etc., words all contain returns between them): I want to create a new file that contains only words that are not derivatives of other, smaller words. For example, the wordlist contains the following words [""abuser, abused, abusers, abuse, abuses, etc.] The new file that is created should retain only the word ""abuse"" because it is the ""lowest common denominator"" (if you will) between all those words. Similarly, the word ""rodeo"" would be removed because it contains the word rode. I tried this implementation: But it always froze my computer. Any solutions?",neutral
775,See similar http://stackoverflow.com/q/308703,neutral
776,"It might be questionable, but not a cause for rejection as long as you have a fallback behavior when/if the method can not be found. There are worse abuses that have passed.",negative
777,"What options are there to pull a GApps user creation date? I saw that the Admin SDK is capable of it, is it the only API capable of doing this? does any of the previous one also capable of? If possible using GAS, it will be most excellent, Thank you!",positive
778,I am very jealous of your name!,negative
779,Excellent! Thanks for the link.,positive
780,Overall bytes includes those that have been released and is a running total of what has been allocated to your app during the lifetime of the app. The Live Bytes is the one to really worry about as that is the one that shows bytes that are currently allocated. Overall bytes could keep going on forever as long as you release stuff and the Live Bytes doesn't go too high then you will have no problems. From that screenshot live bytes looks ok. There are more details here,neutral
781,"I want to know what is good start point to work on creating own GUI on iphone/objective-c. I've never done this part before, and I know I'm kinda attracted to make my own slick GUI, something like convertbot, which I really love :) Any suggestion would be appreciated! Thanks",positive
782,"Finally found something, here: No reference to it from the Oracle pages, but found a direct link to a page on some forum post. Really sad how hard it was to find.",negative
783,"No worries! Keep at it...it's overwhelming at first, but it gets easier",positive
784,"@hrbrmstr I already have a rApache implementation. I have simply no time to switch to a different technology. I chose this because it makes R behave like PHP and others, which means people can start to see R as a general purpose language... something I'd really love to happen!",positive
785,I impleme and But I only the second one works. Can I have them both work?,neutral
786,What is the difference between the events vs ? When does each event get hit?,neutral
787,"This code seemed to do it: The accepted answer goes to dystroy as he was the first to point me in the right direction, excellent answer by Bart Kiers though, +1!",positive
788,Wouldn't it be easier to store a shared copy of it in the application class?,neutral
789,"This is excellent, thank you!",positive
790,"Afraid not, no!",negative
791,"i have an assignment at my company to build a custom cms, for the foundation i ve chosen latest laravel(version 4, i believe). Now, the requirements in laravel docs() say minimal version of php on server required is 5.3.7, our servers have php 5.3.23. I am right now on a weekend, so i cant check my code on the server( been developing the basics on localhost with xampp which has latest php). Has anyone tried laravel 4 on pre-5.3.7 php?? i m very worried all of last week's work is going to the bin... :(",negative
792,"Partition it first, to divide the zeros from the non-zeros. Then sort the rest. Oh, and before worrying about that, profile first!",neutral
793,How do you convert the *.docx file to an indexable (text) format? We use Apache POI to get our *.docx (and other office formats) indexed and this works pretty fine! You can have a look at the Implementation here:,neutral
794,@sheidaei great :) keep it up! you even get 2 point bonus for accepting.,positive
795,"Tim, great-great sample, does exactly what I was looking for!",positive
796,If you don't want to modify the file:,neutral
797,"No betas involved, the lack of repro is really annoying me!",negative
798,"Ok after a LOT of searching I found the answer, which is relating to accessing request in django custom template tags.... You can see the answer here: I used the following: and then changed the following line: I really hope this helps someone else! :-)",positive
799,"No, there is no performance difference if the view is essentially a",neutral
800,Excellent!!! This is exactly what I am looking for!,positive
801,When I click on Memcache Viewer the whole dashboard crashes and I have to login again. This is really worrying me as we are serving data to many users. A server error has occurred. Is there a way to see the internal logs? I can't see anything in nor . Is there any other way to reset the Memcache?,negative
802,Excellent work on that site by the way!,positive
803,This is answered . The concept was implementing with the tags such as and within the and div. Excellent answer!,positive
804,Edited my answer. It now references *Unicode and permalinks*.,neutral
805,"I'm using the ImageMapster jQuery plugin, and I want to limit the number of selections that can be made on a (image-) map to a certain number. Let's say I have 30 areas, but only want 3 to be selected at the same time. After 3 selections have been made, the 4th selection should overwrite the 3rd. Is there a way I can do this? Any help would be hugely appreciated!",positive
806,I try make authentication using But I get . How I should correct my code?,neutral
807,"is probably not what you want, but is still really excellent.",positive
808,"It's HORRIBLE! No, seriously, I don't like it.",negative
809,"Found the culprit! At first I tried the solution suggested by @billinkc in the comment, it worked (I managed to create a folder) but the folder wasn't usable as I couldn't upload packages. I have db_owner permission on the MSDB database and so I can see and access the SSIS MSDB folder. What I really needed was the db_ssisadmin permission. Not to worry as db_owner permissions allow me to give myself the db_ssisadmin permission! After this was done, all the problems (the one in the original Q and more) disappeared.",positive
810,"I'm trying to create a grid (matrix) of squares in a given area with n columns and m rows, and an option to set a spacing between the squares if desired. The grid should fill squares with random coloring. I'd also like to add a zoom function, so the colored squares will appear much bigger in a region that is double-clicked. Can anyone suggest a good method to generate the grid and assign random colors to the squares? If you can suggest how to create the zoom effect too that would be SUPER :) I'm new to canvas, so any method help would be great! Thanks",positive
811,+1 Excellent explanation!,positive
812,Apple's MapCallouts code sample demonstrates how do do this with the callout and their Weather Map sample shows how to do custom annotation views. There documentation is really excellent and these samples are both helpful.,positive
813,"No, unless there's a relevant IE zero day. Obviously, this would be a huge abuse of user privacy (if you want their name, ask them!).",negative
814,i use with () I want to have the option to choose the months and years. I define this: But I really hate the dropdowns of . I want to have the option to choose the months and years as in It is possible??,negative
815,"I have a function name called setValue, used in many classes. Also, i have a global function by the same name. When i press C-], it goes to arbitrary setValue function. How do i directly jump to the global setValue function? It is really pain to use tnext every time to find if the function global.",negative
816,"I need to echo only selected lines from a .txt file using PHP. The txt file content looks like this: The previous working code was echoing every lines. I'm trying to get the same formating but only with the selected lines. For instance let say only lines: 3, 5, 8, 10. The second step would then be if the lines could be echoed in a different order than the initial one. If someone knows a simple way to do it, that would be excellent! Thanx in advance.",positive
817,be very afraid?,neutral
818,Thanks. First method is really great!,positive
819,This works as of Moq 3.1.416.3,neutral
820,Tap the escape key. It's that simple.,neutral
821,Why don't the bytes intersect??,neutral
822,"This sounds like an excellent project! You might want to start with the module. You might also be interested in the module. Perhaps to get you started, here's a function that takes a path to a file and backs the file up by copying it and giving it a .bak extension.",positive
823,EF CTP5 is still having this bug! Anyway there is a simple work around for now See more here: Be aware that Count() is total rubbish performance wise!,negative
824,+1 I never knew about this,neutral
825,"Can anyone help me add children to a plist? I think I want to record an index of rows from the plist and then state which index row to write the key too. I'm not sure how to say if the key will be a string, dictionary or array. The following is code from another question on adding a key to root. Any help would be extremely appreciated :)",positive
826,wow the reaction time on this by you guys was amazing xD I'll give everyone +1 once I get to the 15 rep ^_^ Thank you so much everyone!,positive
827,Excellent! Glad that sorted it,positive
828,That doesn't seem to create a table... any reasons why? I tried dbdelta too.,neutral
829,"Here is a code in , I would like to run it with , optimizing if possible.",neutral
830,"Which GUI are we talking about: SWT, Swing, or (classic) AWT?",neutral
831,@vascowhite I tried deleting all the products from the cms then added a new one and the same message appears. Really frustrating!,negative
832,"Oh, I am scared!",negative
833,"@EdwardRuchevits Hey passing in cat and page worked! It now remembers it each time I navigate pages! Excellent! Question though, is 'cat' a predefined PHP variable for URLs? Also, while this works for me locally... how will this function when different users specify their own category?",positive
834,"I had the same exception, I just installed the latest VM release and now the compilation complete successfully :)",positive
835,"You could also try Continuation Passing Style: This gets very painful when you have to chain multiple functions, so you can break standard formatting:",negative
836,"So, it is as simple as purchasing a domain name, and then adding that identifying information to the hosts file? If so, that is excellent!!",positive
837,Excellent! This should be marked as an answer. Very good solution.,positive
838,can anyone give me simple code to create a line in iphone using drawrect?,neutral
839,Check out .,neutral
840,"I am completely hopeless with regular expressions... I have a Velocimacro named , and I have a JS function named . Now I want to find all the places the JS function is called. So I need to search for ""addButton"", where ""addButton"" doesn't start with the hash key. Any ideas?",negative
841,"I use festAssertions in my tests and I noticed that using yields different results than in tests where hibernate objects are tested. I had to do workaround and now test looks really ugly but I cannot use because that just does not work! Here is partial code(look at last line): seasonRate, seasonRate1 are created and persisted. Then retrieved from db and checked against originals. Nothing fancy, but does not work with festAssertions. Do you have any idea how to fix that and if it is some error on my side or not?",negative
842,This was a very quick and excellent way to show me everything I needed!,positive
843,I really despise SWFObject for this very reason. Maybe you could give a try,negative
844,"as was already established, this is a miserable, horrible, awful, and terrible idea from a concurrency perspective. Anyway, since your question is really about Go's type system, here's how you would define a type with a recursive method.",negative
845,"I am using some PHP script to add some data from a complex form to MySQL db and then showing it all in some HTML table. Everything works just fine, but I would like to 'upgrade' my script with jQuery and (I suppose) AJAX. What I would like to do is when user submits data, the row (or ) shows up in the HTML table without refreshing a page. Form and table are on same page, of course... Some guidelines would be really helpful because I'm not sure should I even use AJAX or something else for my needs. Links for some tutorials will be also great :) Thanks a lot for any help!",positive
846,"I am using NHibernate mapping-by-code to map the classes. Sometimes, in order to debug my NHibernate configuration, I would require to check exactly what were the settings passed over to NHibernate, and it is quite difficult do debug the mapping-by-code. Is there any way where you could convert the generated HbmMapping, back into the Xml file, just as if typed by hand? This would help a lot in diagnosing if the problem is lying from my mappings!",neutral
847,"I cannot seem to figure out why the phpunit target does not output any test results even though I have tests in position. The problem I am finding is there is no indication as to what the problem is! Incredibly frustrating. The output is as follows: My build.xml is as follows: My system: Vista, PHP 5.2.9, PHPUnit 3.4, PHPUnderControl, CruiseControl",negative
848,([0-1 ]?[0-9]|2[0-3]):([0-5][0-9]) I think that's the regex you're looking for (not specifically for javascript though). This site has an excellent amount of info for language-specific regular expressions! Cheers!,positive
849,<3 <3 <3 ! ! ! :),positive
850,"I am new to Delphi (been programming in it for about 6 months now). So far, it's been an extremely frustrating experience, most of it coming from how bad Delphi is at handling dates and times. Maybe I think it's bad because I don't know how to use TDate and TTime properly, I don't know. Here is what is happening on me right now : That's not the exact code I use, everything is in variables and used in another context, but I think you can see the problem. Why is that calculation wrong? How am I suppose to work around this problem?",negative
851,Any idea why this is called **reservoir** sampling?,neutral
852,"Okay so say we have a graph with a ball on it at (200,200) and we swipe our finger from (0,0) to (100,100) how do I go about moving the ball to (300,300)? This should be simple but it is really hurting my head! This is the code I have so far (using andengine)",negative
853,Release candidate 1 is now available may be worth trying that.,neutral
854,Either you want to group or you don't. Now which is it? (This is why I really hate how MySQL allows non-aggregates in `GROUP BY`),negative
855,"I can't get to work a many-to-many relationship using bookshelf.js. Models: Database table ""events"": Database table ""tags"": Database table ""events_tags"": Query that isn't returning what it should: The log outputs: That is: empty array of tags, which is wrong. Question: Is there an issue with my code? the desired output should be: This doesn't help in the question, but I'll throw it anyway: I'm currently hating all ORMs in Node JS! Maybe I should just use a query builder.",negative
856,Here is an incredibly disgusting way to do it: Here is a better way (I think): If you convert either output string with: you get your original number.,negative
857,"I think that's absolutely terrible practice. First of all you do not need to make the trip to the server to hide and show controls, unless you need new data. Second, any decent javascript framework will allow you to hide show controls based on the control's id, class name, or whatever css selector. Moreover using a javascript post/get to a generic handler will give you the data that you need without the postback. I'd suggest using JQuery, or some other alternative.",neutral
858,"Read [The Absolute Minimum Every Software Developer Absolutely, Positively Must Know About Unicode and Character Sets (No Excuses!)](http://www.joelonsoftware.com/articles/Unicode.html). Python files should be written in ASCII (although you can enter Unicode characters if you set the encoding).",neutral
859,+1 The project has moved: https://github.com/nmosafi/aspcomet,neutral
860,what I am trying to do it show what terminal port im useing when I am currently logged in to my linux server. If anyone could offer some help I would be very greatfull!! thanks,positive
861,Voted up because I would like to know as well,neutral
862,Are you using a PHP framework?,neutral
863,Pixel Bender files don't run under iOS. See other limitations here:,neutral
864,After reading I was horrified! Isn't there a tool out there that can inspect a .h/.cpp file and deduce what dependencies could be waivered?,negative
865,"WOW, EXCELLENT, AMAZING. Thanks, Roddy, the link helped me sort this out. My software had ""Setup Software"" as part of its description as it is used to set up a piece of hardware we manufacture. I've changed that (in Project/Options/Version Info) to User Software and now it compiles and runs ok !",positive
866,"Really great article, thanks!",positive
867,I want to be able to start External Application in C# WPF How do I do it?,neutral
868,Are you saying Segoe UI is your windows font?,neutral
869,Nobody? To do this with a Button is really disgusting.,negative
870,"I've heard rumours that Angry Birds can make you throw little birds on green pigs, and that you cannot do that in Visual Studio!",neutral
871,"I want to call a method after each 2 minutes, how can I apply such logic?",neutral
872,"Is that all the details you get in your C# code, when you catch and log the `SqlException` ?? Anything more could be extremely helpful!",positive
873,"I have a button that, when hovered over, I would like the background image to display also. (It is an arrow an explanation of the button). There are quite a few questions similar, but I couldn't quite tweak the answers to work for me. The HTML looks like the CSS then is Any ideas hugely welcome!",positive
874,"given a youtube url, how can i embed the video into a page using .net c#?",neutral
875,Isn't and the same thing here??,neutral
876,"These will not jump: They are, however, soul destroying and extremely ugly.",negative
877,"You DO need to modify web.xml whenever it's needed. Especially with JAX-RS, you will have to define your servlet in web.xml. I recommand you to use Maven. There are plenty of exemple in the web to do so. Good luck, JAX-RS is really great ! Maven is also nice.",positive
878,"Yes, yes it is. It is really horrible though. There is also this atrocity:",negative
879,"was excellent :) However instead of creating a button object, I am only calling an OnTouchlistener to change the state of every view. Gives the same results though",positive
880,It crashes only one time and then it works normally. Here is the project:,neutral
881,"No, I'm afraid not! You can call yourself in a js-function from . codebehind:",negative
882,"Using the window object, only gives you access to globals, not to local variables.",neutral
883,"I have a xml similar to this one: The thing is, Im able to get all the info tags, but I get the results from all dates. I dont know what the dates will be, since the are dynamic generated. What I know is that I may have a data tag with one or two date tags I wish I could show the first dateÂ´s info on a list box and the second dateÂ´s info on another listbox. How can I do that? Desirable Output: If thereÂ´s a second date then print it too: Thx!",neutral
884,"A simpler approach (rather than using a binding group) is to use the default button's click event to set the focus to itself. As this happens before the command is executed it means the ViewModel is updated in time. And if you really hate code behind, you could always write an attached property...",neutral
885,@Colin Pickard: That's really sad :'( :'( :'(,negative
886,"Work-around (horrible horrible invasive work-around) I got around this by subclassing UIApplication to track all screen touches. By holding on to the last touch location, I can, in the delegate, map the location to the link to determine whether or not it should be considered valid: MyCustomApplication.m (use it in main.m) And map it...",negative
887,"@MartinBa I'm not sure it always works, but it sometimes does.",neutral
888,"I'm trying to test if a character in a string is a space, and I'm getting extremely frustrated: I'm not getting any errors and I've looked online, but people on different forums say this is how to test for a space. Uh.",negative
889,http://stackoverflow.com/a/4105631/1104483. Sad :(,negative
890,"What about an equivalent to ""tail -f -n500 ""?",neutral
891,I want to fetch data from webservice and want to display it in to databse,neutral
892,"Typically you would handle that as a POST (not a GET), and read the xml from the request-stream (or there are helpers to let you do this). Otherwise URL encoding and length restrictions are going to make this extremely painful.",neutral
893,"Excellent, now that I know the name I can easily google tutorials! ty! :)",positive
894,"Is it possible to restore infolog from InfologData? Consider the code what should I write instead of to restore ""something awful"",""something terrible"", ""scary\tmouse"" into infolog from infologData? My goal is to perform some operation, store infolog in database, and then show it to user, when they want it.",neutral
895,I really hate regex in principle. can it be done in a plane script or something?,negative
896,Is there any method to refresh state to begin and i can read png image using,neutral
897,Excellent! No one just coped and pasted the output from perldoc -f split!,positive
898,I absolutely *love* your title! But your question will need some more details if you need some help. Do you have any code you've tried?,positive
899,@Java1 I had totally forgotten about the moderators _hating_ the _link-only-answers_.!! :-(,negative
900,"I'm trying to insert the following array ( from a html form ) but i believe i'm working with this array in a very awful way The array: Actual code: ?> current output: What would be a decent way to do it? EDIT : No need to show how to connect to a database, i just need to deal with the array data.",negative
901,"Right, and that code calls which one: phone.dial(phoneNumber) or phoneNumber.dialOn(phone)?",neutral
902,Anyone??? I'm starting to hate VS for that reason!,negative
